x0,y0,x1,y1
0.415317,2.50156,2.0563,-3.04605
0.515317,2.32836,1.9563,-2.87284
0.615317,2.15515,1.7831,-2.77284
0.715317,1.98195,1.60989,-2.67284
0.715317,1.78195,1.43669,-2.57284
0.615317,1.60874,1.33669,-2.39964
0.515317,1.43554,1.23669,-2.22643
0.415317,1.26233,1.23669,-2.02643
0.242112,1.16233,1.23669,-1.82643
0.0689064,1.06233,1.23669,-1.62643
-0.131094,1.06233,1.33669,-1.45323
-0.331094,1.06233,1.50989,-1.35323
-0.531094,1.06233,1.70989,-1.35323
-0.704299,1.16233,1.8831,-1.25323
-0.877504,1.26233,2.0831,-1.25323
-0.977504,1.43554,2.2563,-1.15323
-1.0775,1.60874,2.42951,-1.05323
-1.0775,1.80874,2.62951,-1.05323
-1.0775,2.00874,2.80271,-1.15323
-0.977504,2.18195,2.90271,-1.32643
-0.877504,2.35515,3.00271,-1.49964
-0.704299,2.45515,3.10271,-1.67284
-0.504299,2.45515,3.10271,-1.87284
-0.304299,2.45515,3.00271,-2.04605
-0.104299,2.45515,2.90271,-2.21925
0.0957013,2.45515,2.72951,-2.31925
0.268906,2.35515,2.5563,-2.41925
0.442112,2.25515,2.3831,-2.51925
0.542112,2.08195,2.1831,-2.51925
0.642112,1.90874,1.9831,-2.51925
0.642112,1.70874,1.7831,-2.51925
0.642112,1.50874,1.60989,-2.41925
0.642112,1.30874,1.50989,-2.24605
0.642112,1.10874,1.50989,-2.04605
0.542112,0.935537,1.50989,-1.84605
0.368906,0.835537,1.40989,-1.67284
0.168906,0.835537,1.30989,-1.49964
-0.0310936,0.835537,1.20989,-1.32643
-0.204299,0.935537,1.20989,-1.12643
-0.304299,1.10874,1.30989,-0.953226
-0.304299,1.30874,1.4831,-0.853226
-0.204299,1.48195,1.6831,-0.853226
-0.104299,1.65515,1.8563,-0.953226
-0.00429866,1.82836,2.02951,-1.05323
0.168906,1.92836,2.12951,-1.22643
0.342112,2.02836,2.12951,-1.42643
0.542112,2.02836,2.02951,-1.59964
0.715317,1.92836,2.02951,-1.79964
0.888522,1.82836,1.92951,-1.97284
0.988522,1.65515,1.82951,-2.14605
1.08852,1.48195,1.72951,-2.31925
1.18852,1.30874,1.5563,-2.41925
1.28852,1.13554,1.3563,-2.41925
1.28852,0.935537,1.1563,-2.41925
1.28852,0.735537,0.983099,-2.31925
1.28852,0.535537,0.809894,-2.21925
1.18852,0.362332,0.709894,-2.04605
1.01532,0.262332,0.709894,-1.84605
0.815317,0.262332,0.809894,-1.67284
0.615317,0.262332,0.983099,-1.57284
0.415317,0.262332,1.1563,-1.47284
0.242112,0.362332,1.2563,-1.29964
0.142112,0.535537,1.3563,-1.12643
0.0421115,0.708742,1.4563,-0.953226
-0.0578885,0.881947,1.62951,-0.853226
-0.0578885,1.08195,1.80271,-0.753226
0.0421115,1.25515,2.00271,-0.753226
0.215317,1.35515,2.20271,-0.753226
0.415317,1.35515,2.37592,-0.853226
0.615317,1.35515,2.57592,-0.853226
0.815317,1.35515,2.74912,-0.953226
1.01532,1.35515,2.94912,-0.953226
1.21532,1.35515,3.12233,-1.05323
1.41532,1.35515,3.29553,-1.15323
1.58852,1.25515,3.46874,-1.25323
1.76173,1.15515,3.64194,-1.35323
1.86173,0.981947,3.74194,-1.52643
1.96173,0.808742,3.84194,-1.69964
1.96173,0.608742,3.94194,-1.87284
1.86173,0.435537,3.94194,-2.07284
1.68852,0.335537,3.94194,-2.27284
1.51532,0.235537,3.84194,-2.44605
1.34211,0.135537,3.66874,-2.54605
1.14211,0.135537,3.46874,-2.54605
0.942112,0.135537,3.26874,-2.54605
0.768906,0.235537,3.09553,-2.44605
0.668906,0.408742,2.89553,-2.44605
0.668906,0.608742,2.69553,-2.44605
0.668906,0.808742,2.52233,-2.34605
0.668906,1.00874,2.42233,-2.17284
0.668906,1.20874,2.42233,-1.97284
0.768906,1.38195,2.52233,-1.79964
0.868906,1.55515,2.62233,-1.62643
1.04211,1.65515,2.72233,-1.45323
1.21532,1.75515,2.89553,-1.35323
1.38852,1.85515,3.06874,-1.25323
1.58852,1.85515,3.16874,-1.08002
1.76173,1.75515,3.34194,-0.980021
1.86173,1.58195,3.54194,-0.980021
1.86173,1.38195,3.74194,-0.980021
1.76173,1.20874,3.91515,-1.08002
1.58852,1.10874,4.01515,-1.25323
1.38852,1.10874,4.01515,-1.45323
1.21532,1.20874,3.91515,-1.62643
1.04211,1.30874,3.81515,-1.79964
0.868906,1.40874,3.71515,-1.97284
0.768906,1.58195,3.61515,-2.14605
0.768906,1.78195,3.44194,-2.24605
0.868906,1.95515,3.24194,-2.24605
0.968906,2.12836,3.06874,-2.14605
1.06891,2.30156,2.86874,-2.14605
1.16891,2.47477,2.69553,-2.24605
1.26891,2.64797,2.52233,-2.34605
1.44211,2.74797,2.32233,-2.34605
1.64211,2.74797,2.12233,-2.34605
1.81532,2.64797,1.94912,-2.24605
1.91532,2.47477,1.84912,-2.07284
1.91532,2.27477,1.74912,-1.89964
1.91532,2.07477,1.64912,-1.72643
1.81532,1.90156,1.64912,-1.52643
1.71532,1.72836,1.64912,-1.32643
1.61532,1.55515,1.64912,-1.12643
1.44211,1.45515,1.54912,-0.953226
1.26891,1.35515,1.44912,-0.780021
1.06891,1.35515,1.34912,-0.606816
0.868906,1.35515,1.24912,-0.433611
0.668906,1.35515,1.14912,-0.260406
0.468906,1.35515,1.04912,-0.0872006
0.268906,1.35515,0.87592,0.0127994
0.0689064,1.35515,0.702714,0.112799
-0.131094,1.35515,0.529509,0.212799
-0.331094,1.35515,0.356304,0.312799
-0.504299,1.45515,0.256304,0.486004
-0.677504,1.55515,0.156304,0.65921
-0.777504,1.72836,0.0563043,0.832415
-0.777504,1.92836,0.0563043,1.03241
-0.677504,2.10156,0.156304,1.20562
-0.504299,2.20156,0.256304,1.37882
-0.304299,2.20156,0.429509,1.47882
-0.104299,2.20156,0.629509,1.47882
0.0689064,2.10156,0.802714,1.37882
0.242112,2.00156,0.97592,1.27882
0.342112,1.82836,1.14912,1.17882
0.442112,1.65515,1.32233,1.07882
0.542112,1.48195,1.42233,0.90562
0.542112,1.28195,1.42233,0.70562
0.442112,1.10874,1.32233,0.532415
0.268906,1.00874,1.14912,0.432415
0.0957013,0.908742,0.97592,0.332415
-0.104299,0.908742,0.802714,0.232415
-0.277504,1.00874,0.602714,0.232415
-0.377504,1.18195,0.402714,0.232415
-0.377504,1.38195,0.229509,0.332415
-0.377504,1.58195,0.129509,0.50562
-0.377504,1.78195,0.129509,0.70562
-0.377504,1.98195,0.0295094,0.878825
-0.377504,2.18195,0.0295094,1.07882
-0.377504,2.38195,0.0295094,1.27882
-0.277504,2.55515,0.129509,1.45203
-0.104299,2.65515,0.229509,1.62523
0.0689064,2.75515,0.229509,1.82523
0.268906,2.75515,0.229509,2.02523
0.442112,2.65515,0.329509,2.19844
0.615317,2.55515,0.429509,2.37165
0.715317,2.38195,0.602714,2.47165
0.715317,2.18195,0.802714,2.47165
0.615317,2.00874,0.97592,2.37165
0.442112,1.90874,1.14912,2.27165
0.242112,1.90874,1.24912,2.09844
0.0689064,2.00874,1.34912,1.92523
-0.0310936,2.18195,1.44912,1.75203
-0.131094,2.35515,1.54912,1.57882
-0.131094,2.55515,1.54912,1.37882
-0.0310936,2.72836,1.54912,1.17882
0.0689064,2.90156,1.54912,0.978825
0.242112,3.00156,1.44912,0.80562
0.415317,3.10156,1.27592,0.70562
0.615317,3.10156,1.17592,0.532415
0.815317,3.10156,1.17592,0.332415
1.01532,3.10156,1.27592,0.15921
1.18852,3.00156,1.27592,-0.0407905
1.36173,2.90156,1.17592,-0.213996
1.53493,2.80156,1.17592,-0.413996
1.63493,2.62836,1.17592,-0.613996
1.73493,2.45515,1.07592,-0.787201
1.73493,2.25515,0.902714,-0.887201
1.63493,2.08195,0.702714,-0.887201
1.53493,1.90874,0.529509,-0.787201
1.43493,1.73554,0.429509,-0.613996
1.26173,1.63554,0.429509,-0.413996
1.08852,1.53554,0.529509,-0.24079
0.915317,1.43554,0.629509,-0.0675854
0.715317,1.43554,0.729509,0.10562
0.515317,1.43554,0.829509,0.278825
0.315317,1.43554,1.00271,0.378825
0.115317,1.43554,1.17592,0.478825
-0.0578885,1.53554,1.37592,0.478825
-0.157888,1.70874,1.54912,0.578825
-0.157888,1.90874,1.74912,0.578825
-0.157888,2.10874,1.92233,0.478825
-0.0578885,2.28195,2.12233,0.478825
0.115317,2.38195,2.29553,0.378825
0.315317,2.38195,2.39553,0.20562
0.488522,2.28195,2.49553,0.0324146
0.588522,2.10874,2.49553,-0.167585
0.588522,1.90874,2.39553,-0.34079
0.588522,1.70874,2.22233,-0.44079
0.588522,1.50874,2.04912,-0.54079
0.588522,1.30874,1.87592,-0.64079
0.588522,1.10874,1.70271,-0.74079
0.588522,0.908742,1.50271,-0.74079
0.488522,0.735537,1.32951,-0.64079
0.388522,0.562332,1.22951,-0.467585
0.215317,0.462332,1.22951,-0.267585
0.0421115,0.362332,1.12951,-0.0943803
-0.157888,0.362332,1.12951,0.10562
-0.357888,0.362332,1.22951,0.278825
-0.557888,0.362332,1.40271,0.378825
-0.731094,0.462332,1.57592,0.478825
-0.904299,0.562332,1.74912,0.578825
-1.0775,0.662332,1.94912,0.578825
-1.25071,0.762332,2.12233,0.478825
-1.35071,0.935537,2.29553,0.378825
-1.35071,1.13554,2.39553,0.20562
-1.25071,1.30874,2.49553,0.0324146
-1.15071,1.48195,2.49553,-0.167585
-0.977504,1.58195,2.39553,-0.34079
-0.804299,1.68195,2.22233,-0.44079
-0.631094,1.78195,2.12233,-0.613996
-0.431094,1.78195,1.94912,-0.713996
-0.231094,1.78195,1.74912,-0.713996
-0.0578885,1.68195,1.54912,-0.713996
0.115317,1.58195,1.34912,-0.713996
0.288522,1.48195,1.17592,-0.613996
0.388522,1.30874,1.00271,-0.513996
0.488522,1.13554,0.902714,-0.34079
0.588522,0.962332,0.902714,-0.14079
0.688522,0.789127,1.00271,0.0324146
0.688522,0.589127,1.00271,0.232415
0.588522,0.415922,1.10271,0.40562
0.488522,0.242717,1.20271,0.578825
0.388522,0.0695118,1.37592,0.678825
0.288522,-0.103693,1.57592,0.678825
0.115317,-0.203693,1.74912,0.578825
-0.0846834,-0.203693,1.84912,0.40562
-0.284683,-0.203693,1.84912,0.20562
-0.484683,-0.203693,1.84912,0.00561971
-0.657888,-0.103693,1.74912,-0.167585
-0.757888,0.0695118,1.57592,-0.267585
-0.757888,0.269512,1.40271,-0.367585
-0.757888,0.469512,1.20271,-0.367585
-0.657888,0.642717,1.00271,-0.367585
-0.557888,0.815922,0.802714,-0.367585
-0.384683,0.915922,0.602714,-0.367585
-0.211478,1.01592,0.429509,-0.267585
-0.0114783,1.01592,0.256304,-0.167585
0.161727,0.915922,0.0830992,-0.0675854
0.334932,0.815922,-0.0169008,0.10562
0.434932,0.642717,-0.116901,0.278825
0.534932,0.469512,-0.116901,0.478825
0.534932,0.269512,-0.0169008,0.65203
0.534932,0.0695118,0.0830992,0.825235
0.534932,-0.130488,0.183099,0.99844
0.534932,-0.330488,0.356304,1.09844
0.534932,-0.530488,0.556304,1.09844
0.534932,-0.730488,0.756304,1.09844
0.434932,-0.903693,0.929509,0.99844
0.261727,-1.00369,1.10271,0.89844
0.0885217,-1.10369,1.20271,0.725235
-0.0846834,-1.20369,1.30271,0.55203
-0.257888,-1.30369,1.40271,0.378825
-0.457888,-1.30369,1.40271,0.178825
-0.657888,-1.30369,1.40271,-0.0211752
-0.831094,-1.20369,1.40271,-0.221175
-1.0043,-1.10369,1.40271,-0.421175
-1.1043,-0.930488,1.40271,-0.621175
-1.2043,-0.757283,1.40271,-0.821175
-1.2043,-0.557283,1.30271,-0.99438
-1.1043,-0.384078,1.12951,-1.09438
-1.0043,-0.210873,1.02951,-1.26759
-0.831094,-0.110873,0.929509,-1.44079
-0.657888,-0.010873,0.756304,-1.54079
-0.484683,0.089127,0.556304,-1.54079
-0.284683,0.089127,0.383099,-1.44079
-0.0846834,0.089127,0.283099,-1.26759
0.115317,0.089127,0.283099,-1.06759
0.288522,-0.010873,0.383099,-0.89438
0.388522,-0.184078,0.383099,-0.69438
0.488522,-0.357283,0.483099,-0.521175
0.588522,-0.530488,0.583099,-0.34797
0.588522,-0.730488,0.683099,-0.174765
0.488522,-0.903693,0.783099,-0.00155997
0.315317,-1.00369,0.883099,0.171645
0.115317,-1.00369,0.983099,0.34485
-0.0846834,-1.00369,0.983099,0.54485
-0.284683,-1.00369,0.883099,0.718055
-0.484683,-1.00369,0.883099,0.918055
-0.657888,-0.903693,0.983099,1.09126
-0.757888,-0.730488,1.1563,1.19126
-0.857888,-0.557283,1.32951,1.29126
-0.957888,-0.384078,1.52951,1.29126
-0.957888,-0.184078,1.70271,1.19126
-0.957888,0.015922,1.80271,1.01806
-0.857888,0.189127,1.90271,0.84485
-0.684683,0.289127,2.00271,0.671645
-0.484683,0.289127,2.00271,0.471645
-0.284683,0.289127,1.90271,0.29844
-0.111478,0.189127,1.72951,0.19844
-0.0114783,0.015922,1.52951,0.19844
0.0885217,-0.157283,1.32951,0.19844
0.0885217,-0.357283,1.1563,0.29844
0.0885217,-0.557283,0.983099,0.39844
0.0885217,-0.757283,0.883099,0.571645
0.0885217,-0.957283,0.883099,0.771645
0.0885217,-1.15728,0.983099,0.94485
0.0885217,-1.35728,1.1563,1.04485
0.0885217,-1.55728,1.3563,1.04485
0.0885217,-1.75728,1.5563,1.04485
0.0885217,-1.95728,1.7563,1.04485
-0.0114783,-2.13049,1.9563,1.04485
-0.111478,-2.30369,2.12951,0.94485
-0.211478,-2.4769,2.22951,0.771645
-0.311478,-2.6501,2.32951,0.59844
-0.484683,-2.7501,2.42951,0.425235
-0.684683,-2.7501,2.60271,0.325235
-0.884683,-2.7501,2.70271,0.15203
-1.05789,-2.6501,2.70271,-0.0479701
-1.15789,-2.4769,2.60271,-0.221175
-1.25789,-2.30369,2.42951,-0.321175
-1.25789,-2.10369,2.22951,-0.321175
-1.25789,-1.90369,2.0563,-0.221175
-1.25789,-1.70369,1.8831,-0.121175
-1.15789,-1.53049,1.7831,0.0520299
-0.984683,-1.43049,1.6831,0.225235
-0.811478,-1.33049,1.6831,0.425235
-0.611478,-1.33049,1.7831,0.59844
-0.411478,-1.33049,1.9563,0.69844
-0.211478,-1.33049,2.1563,0.69844
-0.0114783,-1.33049,2.3563,0.69844
0.161727,-1.43049,2.52951,0.59844
0.334932,-1.53049,2.70271,0.49844
0.508137,-1.63049,2.90271,0.49844
0.608137,-1.80369,3.10271,0.49844
0.608137,-2.00369,3.27592,0.59844
0.608137,-2.20369,3.47592,0.59844
0.508137,-2.3769,3.67592,0.59844
0.408137,-2.5501,3.87592,0.59844
0.234932,-2.6501,4.07592,0.59844
0.0617267,-2.7501,4.24912,0.49844
-0.138273,-2.7501,4.42233,0.39844
-0.338273,-2.7501,4.59553,0.29844
-0.511478,-2.6501,4.69553,0.125235
-0.684683,-2.5501,4.79553,-0.0479701
-0.857888,-2.4501,4.89553,-0.221175
-0.957888,-2.2769,4.99553,-0.39438
-1.05789,-2.10369,5.09553,-0.567585
-1.05789,-1.90369,5.09553,-0.767585
-1.05789,-1.70369,5.09553,-0.967585
-1.05789,-1.50369,4.99553,-1.14079
-1.05789,-1.30369,4.89553,-1.314
-0.957888,-1.13049,4.79553,-1.4872
-0.784683,-1.03049,4.62233,-1.5872
-0.611478,-0.930488,4.44912,-1.6872
-0.438273,-0.830488,4.24912,-1.6872
-0.238273,-0.830488,4.07592,-1.5872
-0.0650682,-0.930488,3.90271,-1.4872
0.108137,-1.03049,3.80271,-1.314
0.281342,-1.13049,3.70271,-1.14079
0.454547,-1.23049,3.70271,-0.94079
0.554547,-1.40369,3.80271,-0.767585
0.554547,-1.60369,3.90271,-0.59438
0.454547,-1.7769,4.07592,-0.49438
0.354547,-1.9501,4.27592,-0.49438
0.181342,-2.0501,4.47592,-0.49438
-0.018658,-2.0501,4.64912,-0.39438
-0.218658,-2.0501,4.82233,-0.29438
-0.418658,-2.0501,5.02233,-0.29438
-0.618658,-2.0501,5.19553,-0.39438
-0.818658,-2.0501,5.29553,-0.567585
-1.01866,-2.0501,5.39553,-0.74079
-1.21866,-2.0501,5.56874,-0.84079
