x0,y0,x1,y1
-1.92584,1.36041,2.40271,-3.24605
-1.92584,1.16041,2.22951,-3.14605
-2.02584,0.987203,2.0563,-3.04605
-2.12584,0.813998,1.9563,-2.87284
-2.22584,0.640793,1.7831,-2.77284
-2.32584,0.467588,1.60989,-2.67284
-2.49904,0.367588,1.43669,-2.57284
-2.67225,0.267588,1.33669,-2.39964
-2.84545,0.167588,1.23669,-2.22643
-3.01866,0.067588,1.23669,-2.02643
-3.21866,0.067588,1.23669,-1.82643
-3.41866,0.067588,1.23669,-1.62643
-3.59186,0.167588,1.33669,-1.45323
-3.76507,0.267588,1.50989,-1.35323
-3.93827,0.367588,1.70989,-1.35323
-4.03827,0.540793,1.8831,-1.25323
-4.13827,0.713998,2.0831,-1.25323
-4.13827,0.913998,2.2563,-1.15323
-4.13827,1.114,2.42951,-1.05323
-4.03827,1.2872,2.62951,-1.05323
-3.93827,1.46041,2.80271,-1.15323
-3.76507,1.56041,2.90271,-1.32643
-3.59186,1.66041,3.00271,-1.49964
-3.39186,1.66041,3.10271,-1.67284
-3.21866,1.56041,3.10271,-1.87284
-3.04545,1.46041,3.00271,-2.04605
-2.87225,1.36041,2.90271,-2.21925
-2.69904,1.26041,2.72951,-2.31925
-2.59904,1.0872,2.5563,-2.41925
-2.49904,0.913998,2.3831,-2.51925
-2.49904,0.713998,2.1831,-2.51925
-2.49904,0.513998,1.9831,-2.51925
-2.59904,0.340793,1.7831,-2.51925
-2.69904,0.167588,1.60989,-2.41925
-2.79904,-0.00561707,1.50989,-2.24605
-2.89904,-0.178822,1.50989,-2.04605
-3.07225,-0.278822,1.50989,-1.84605
-3.24545,-0.378822,1.40989,-1.67284
-3.41866,-0.478822,1.30989,-1.49964
-3.59186,-0.578822,1.20989,-1.32643
-3.79186,-0.578822,1.20989,-1.12643
-3.96507,-0.478822,1.30989,-0.953226
-4.06507,-0.305617,1.4831,-0.853226
-4.06507,-0.105617,1.6831,-0.853226
-4.06507,0.0943829,1.8563,-0.953226
-4.06507,0.294383,2.02951,-1.05323
-3.96507,0.467588,2.12951,-1.22643
-3.86507,0.640793,2.12951,-1.42643
-3.69186,0.740793,2.02951,-1.59964
-3.51866,0.840793,2.02951,-1.79964
-3.34545,0.940793,1.92951,-1.97284
-3.14545,0.940793,1.82951,-2.14605
-2.94545,0.940793,1.72951,-2.31925
-2.74545,0.940793,1.5563,-2.41925
-2.54545,0.940793,1.3563,-2.41925
-2.37225,0.840793,1.1563,-2.41925
-2.19904,0.740793,0.983099,-2.31925
-2.02584,0.640793,0.809894,-2.21925
-1.92584,0.467588,0.709894,-2.04605
-1.92584,0.267588,0.709894,-1.84605
-2.02584,0.0943829,0.809894,-1.67284
-2.12584,-0.0788222,0.983099,-1.57284
-2.22584,-0.252027,1.1563,-1.47284
-2.32584,-0.425232,1.2563,-1.29964
-2.49904,-0.525232,1.3563,-1.12643
-2.67225,-0.625232,1.4563,-0.953226
-2.84545,-0.725232,1.62951,-0.853226
-3.01866,-0.825232,1.80271,-0.753226
-3.21866,-0.825232,2.00271,-0.753226
-3.39186,-0.725232,2.20271,-0.753226
-3.49186,-0.552027,2.37592,-0.853226
-3.59186,-0.378822,2.57592,-0.853226
-3.69186,-0.205617,2.74912,-0.953226
-3.79186,-0.032412,2.94912,-0.953226
-3.89186,0.140793,3.12233,-1.05323
-3.89186,0.340793,3.29553,-1.15323
-3.79186,0.513998,3.46874,-1.25323
-3.61866,0.613998,3.64194,-1.35323
-3.41866,0.613998,3.74194,-1.52643
-3.24545,0.513998,3.84194,-1.69964
-3.14545,0.340793,3.94194,-1.87284
-3.14545,0.140793,3.94194,-2.07284
-3.24545,-0.032412,3.94194,-2.27284
-3.41866,-0.132412,3.84194,-2.44605
-3.61866,-0.132412,3.66874,-2.54605
-3.79186,-0.032412,3.46874,-2.54605
-3.89186,0.140793,3.26874,-2.54605
-3.89186,0.340793,3.09553,-2.44605
-3.79186,0.513998,2.89553,-2.44605
-3.61866,0.613998,2.69553,-2.44605
-3.41866,0.613998,2.52233,-2.34605
-3.24545,0.513998,2.42233,-2.17284
-3.14545,0.340793,2.42233,-1.97284
-3.14545,0.140793,2.52233,-1.79964
-3.24545,-0.032412,2.62233,-1.62643
-3.41866,-0.132412,2.72233,-1.45323
-3.61866,-0.132412,2.89553,-1.35323
-3.79186,-0.032412,3.06874,-1.25323
-3.89186,0.140793,3.16874,-1.08002
-3.89186,0.340793,3.34194,-0.980021
-3.79186,0.513998,3.54194,-0.980021
-3.61866,0.613998,3.74194,-0.980021
-3.41866,0.613998,3.91515,-1.08002
-3.24545,0.513998,4.01515,-1.25323
-3.14545,0.340793,4.01515,-1.45323
-3.14545,0.140793,3.91515,-1.62643
-3.24545,-0.032412,3.81515,-1.79964
-3.41866,-0.132412,3.71515,-1.97284
-3.61866,-0.132412,3.61515,-2.14605
-3.79186,-0.032412,3.44194,-2.24605
-3.89186,0.140793,3.24194,-2.24605
-3.89186,0.340793,3.06874,-2.14605
-3.79186,0.513998,2.86874,-2.14605
-3.61866,0.613998,2.69553,-2.24605
-3.41866,0.613998,2.52233,-2.34605
-3.24545,0.513998,2.32233,-2.34605
-3.14545,0.340793,2.12233,-2.34605
-3.14545,0.140793,1.94912,-2.24605
-3.24545,-0.032412,1.84912,-2.07284
-3.41866,-0.132412,1.74912,-1.89964
-3.61866,-0.132412,1.64912,-1.72643
-3.79186,-0.032412,1.64912,-1.52643
-3.89186,0.140793,1.64912,-1.32643
-3.89186,0.340793,1.64912,-1.12643
-3.79186,0.513998,1.54912,-0.953226
-3.61866,0.613998,1.44912,-0.780021
-3.41866,0.613998,1.34912,-0.606816
-3.24545,0.513998,1.24912,-0.433611
-3.14545,0.340793,1.14912,-0.260406
-3.14545,0.140793,1.04912,-0.0872006
-3.24545,-0.032412,0.87592,0.0127994
-3.41866,-0.132412,0.702714,0.112799
-3.61866,-0.132412,0.529509,0.212799
-3.79186,-0.032412,0.356304,0.312799
-3.89186,0.140793,0.256304,0.486004
-3.89186,0.340793,0.156304,0.65921
-3.79186,0.513998,0.0563043,0.832415
-3.61866,0.613998,0.0563043,1.03241
-3.41866,0.613998,0.156304,1.20562
-3.24545,0.513998,0.256304,1.37882
-3.14545,0.340793,0.429509,1.47882
-3.14545,0.140793,0.629509,1.47882
-3.24545,-0.032412,0.802714,1.37882
-3.41866,-0.132412,0.97592,1.27882
-3.61866,-0.132412,1.14912,1.17882
-3.79186,-0.032412,1.32233,1.07882
-3.89186,0.140793,1.42233,0.90562
-3.89186,0.340793,1.42233,0.70562
-3.79186,0.513998,1.32233,0.532415
-3.61866,0.613998,1.14912,0.432415
-3.41866,0.613998,0.97592,0.332415
-3.24545,0.513998,0.802714,0.232415
-3.14545,0.340793,0.602714,0.232415
-3.14545,0.140793,0.402714,0.232415
-3.24545,-0.032412,0.229509,0.332415
-3.41866,-0.132412,0.129509,0.50562
-3.61866,-0.132412,0.129509,0.70562
-3.79186,-0.032412,0.0295094,0.878825
-3.89186,0.140793,0.0295094,1.07882
-3.89186,0.340793,0.0295094,1.27882
-3.79186,0.513998,0.129509,1.45203
-3.61866,0.613998,0.229509,1.62523
-3.41866,0.613998,0.229509,1.82523
-3.24545,0.513998,0.229509,2.02523
-3.14545,0.340793,0.329509,2.19844
-3.14545,0.140793,0.429509,2.37165
-3.24545,-0.032412,0.602714,2.47165
-3.41866,-0.132412,0.802714,2.47165
-3.61866,-0.132412,0.97592,2.37165
-3.79186,-0.032412,1.14912,2.27165
-3.89186,0.140793,1.24912,2.09844
-3.89186,0.340793,1.34912,1.92523
-3.79186,0.513998,1.44912,1.75203
-3.61866,0.613998,1.54912,1.57882
-3.41866,0.613998,1.54912,1.37882
-3.24545,0.513998,1.54912,1.17882
-3.14545,0.340793,1.54912,0.978825
-3.14545,0.140793,1.44912,0.80562
-3.24545,-0.032412,1.27592,0.70562
-3.41866,-0.132412,1.17592,0.532415
-3.61866,-0.132412,1.17592,0.332415
-3.79186,-0.032412,1.27592,0.15921
-3.89186,0.140793,1.27592,-0.0407905
-3.89186,0.340793,1.17592,-0.213996
-3.79186,0.513998,1.17592,-0.413996
-3.61866,0.613998,1.17592,-0.613996
-3.41866,0.613998,1.07592,-0.787201
-3.24545,0.513998,0.902714,-0.887201
-3.14545,0.340793,0.702714,-0.887201
-3.14545,0.140793,0.529509,-0.787201
-3.24545,-0.032412,0.429509,-0.613996
-3.41866,-0.132412,0.429509,-0.413996
-3.61866,-0.132412,0.529509,-0.24079
-3.79186,-0.032412,0.629509,-0.0675854
-3.89186,0.140793,0.729509,0.10562
-3.89186,0.340793,0.829509,0.278825
-3.79186,0.513998,1.00271,0.378825
-3.61866,0.613998,1.17592,0.478825
-3.41866,0.613998,1.37592,0.478825
-3.24545,0.513998,1.54912,0.578825
-3.14545,0.340793,1.74912,0.578825
-3.14545,0.140793,1.92233,0.478825
-3.24545,-0.032412,2.12233,0.478825
-3.41866,-0.132412,2.29553,0.378825
-3.61866,-0.132412,2.39553,0.20562
-3.79186,-0.032412,2.49553,0.0324146
-3.89186,0.140793,2.49553,-0.167585
-3.89186,0.340793,2.39553,-0.34079
-3.79186,0.513998,2.22233,-0.44079
-3.61866,0.613998,2.04912,-0.54079
-3.41866,0.613998,1.87592,-0.64079
-3.24545,0.513998,1.70271,-0.74079
-3.14545,0.340793,1.50271,-0.74079
-3.14545,0.140793,1.32951,-0.64079
-3.24545,-0.032412,1.22951,-0.467585
-3.41866,-0.132412,1.22951,-0.267585
-3.61866,-0.132412,1.12951,-0.0943803
-3.79186,-0.032412,1.12951,0.10562
-3.89186,0.140793,1.22951,0.278825
-3.89186,0.340793,1.40271,0.378825
-3.79186,0.513998,1.57592,0.478825
-3.61866,0.613998,1.74912,0.578825
-3.41866,0.613998,1.94912,0.578825
-3.24545,0.513998,2.12233,0.478825
-3.14545,0.340793,2.29553,0.378825
-3.14545,0.140793,2.39553,0.20562
-3.24545,-0.032412,2.49553,0.0324146
-3.41866,-0.132412,2.49553,-0.167585
-3.61866,-0.132412,2.39553,-0.34079
-3.79186,-0.032412,2.22233,-0.44079
-3.89186,0.140793,2.12233,-0.613996
-3.89186,0.340793,1.94912,-0.713996
-3.79186,0.513998,1.74912,-0.713996
-3.61866,0.613998,1.54912,-0.713996
-3.41866,0.613998,1.34912,-0.713996
-3.24545,0.513998,1.17592,-0.613996
-3.14545,0.340793,1.00271,-0.513996
-3.14545,0.140793,0.902714,-0.34079
-3.24545,-0.032412,0.902714,-0.14079
-3.41866,-0.132412,1.00271,0.0324146
-3.61866,-0.132412,1.00271,0.232415
-3.79186,-0.032412,1.10271,0.40562
-3.89186,0.140793,1.20271,0.578825
-3.89186,0.340793,1.37592,0.678825
-3.79186,0.513998,1.57592,0.678825
-3.61866,0.613998,1.74912,0.578825
-3.41866,0.613998,1.84912,0.40562
-3.24545,0.513998,1.84912,0.20562
-3.14545,0.340793,1.84912,0.00561971
-3.14545,0.140793,1.74912,-0.167585
-3.24545,-0.032412,1.57592,-0.267585
-3.41866,-0.132412,1.40271,-0.367585
-3.61866,-0.132412,1.20271,-0.367585
-3.79186,-0.032412,1.00271,-0.367585
-3.89186,0.140793,0.802714,-0.367585
-3.89186,0.340793,0.602714,-0.367585
-3.79186,0.513998,0.429509,-0.267585
-3.61866,0.613998,0.256304,-0.167585
-3.41866,0.613998,0.0830992,-0.0675854
-3.24545,0.513998,-0.0169008,0.10562
-3.14545,0.340793,-0.116901,0.278825
-3.14545,0.140793,-0.116901,0.478825
-3.24545,-0.032412,-0.0169008,0.65203
-3.41866,-0.132412,0.0830992,0.825235
-3.61866,-0.132412,0.183099,0.99844
-3.79186,-0.032412,0.356304,1.09844
-3.89186,0.140793,0.556304,1.09844
-3.89186,0.340793,0.756304,1.09844
-3.79186,0.513998,0.929509,0.99844
-3.61866,0.613998,1.10271,0.89844
-3.41866,0.613998,1.20271,0.725235
-3.24545,0.513998,1.30271,0.55203
-3.14545,0.340793,1.40271,0.378825
-3.14545,0.140793,1.40271,0.178825
-3.24545,-0.032412,1.40271,-0.0211752
-3.41866,-0.132412,1.40271,-0.221175
-3.61866,-0.132412,1.40271,-0.421175
-3.79186,-0.032412,1.40271,-0.621175
-3.89186,0.140793,1.40271,-0.821175
-3.89186,0.340793,1.30271,-0.99438
-3.79186,0.513998,1.12951,-1.09438
-3.61866,0.613998,1.02951,-1.26759
-3.41866,0.613998,0.929509,-1.44079
-3.24545,0.513998,0.756304,-1.54079
-3.14545,0.340793,0.556304,-1.54079
-3.14545,0.140793,0.383099,-1.44079
-3.24545,-0.032412,0.283099,-1.26759
-3.41866,-0.132412,0.283099,-1.06759
-3.61866,-0.132412,0.383099,-0.89438
-3.79186,-0.032412,0.383099,-0.69438
-3.89186,0.140793,0.483099,-0.521175
-3.89186,0.340793,0.583099,-0.34797
-3.79186,0.513998,0.683099,-0.174765
-3.61866,0.613998,0.783099,-0.00155997
-3.41866,0.613998,0.883099,0.171645
-3.24545,0.513998,0.983099,0.34485
-3.14545,0.340793,0.983099,0.54485
-3.14545,0.140793,0.883099,0.718055
-3.24545,-0.032412,0.883099,0.918055
-3.41866,-0.132412,0.983099,1.09126
-3.61866,-0.132412,1.1563,1.19126
-3.79186,-0.032412,1.32951,1.29126
-3.89186,0.140793,1.52951,1.29126
-3.89186,0.340793,1.70271,1.19126
-3.79186,0.513998,1.80271,1.01806
-3.61866,0.613998,1.90271,0.84485
-3.41866,0.613998,2.00271,0.671645
-3.24545,0.513998,2.00271,0.471645
-3.14545,0.340793,1.90271,0.29844
-3.14545,0.140793,1.72951,0.19844
-3.24545,-0.032412,1.52951,0.19844
-3.41866,-0.132412,1.32951,0.19844
-3.61866,-0.132412,1.1563,0.29844
-3.79186,-0.032412,0.983099,0.39844
-3.89186,0.140793,0.883099,0.571645
-3.89186,0.340793,0.883099,0.771645
-3.79186,0.513998,0.983099,0.94485
-3.61866,0.613998,1.1563,1.04485
-3.41866,0.613998,1.3563,1.04485
-3.24545,0.513998,1.5563,1.04485
-3.14545,0.340793,1.7563,1.04485
-3.14545,0.140793,1.9563,1.04485
-3.24545,-0.032412,2.12951,0.94485
-3.41866,-0.132412,2.22951,0.771645
-3.61866,-0.132412,2.32951,0.59844
-3.79186,-0.032412,2.42951,0.425235
-3.89186,0.140793,2.60271,0.325235
-3.89186,0.340793,2.70271,0.15203
-3.79186,0.513998,2.70271,-0.0479701
-3.61866,0.613998,2.60271,-0.221175
-3.41866,0.613998,2.42951,-0.321175
-3.24545,0.513998,2.22951,-0.321175
-3.14545,0.340793,2.0563,-0.221175
-3.14545,0.140793,1.8831,-0.121175
-3.24545,-0.032412,1.7831,0.0520299
-3.41866,-0.132412,1.6831,0.225235
-3.61866,-0.132412,1.6831,0.425235
-3.79186,-0.032412,1.7831,0.59844
-3.89186,0.140793,1.9563,0.69844
-3.89186,0.340793,2.1563,0.69844
-3.79186,0.513998,2.3563,0.69844
-3.61866,0.613998,2.52951,0.59844
-3.41866,0.613998,2.70271,0.49844
-3.24545,0.513998,2.90271,0.49844
-3.14545,0.340793,3.10271,0.49844
-3.14545,0.140793,3.27592,0.59844
-3.24545,-0.032412,3.47592,0.59844
-3.41866,-0.132412,3.67592,0.59844
-3.61866,-0.132412,3.87592,0.59844
-3.79186,-0.032412,4.07592,0.59844
-3.89186,0.140793,4.24912,0.49844
-3.89186,0.340793,4.42233,0.39844
-3.79186,0.513998,4.59553,0.29844
-3.61866,0.613998,4.69553,0.125235
-3.41866,0.613998,4.79553,-0.0479701
-3.24545,0.513998,4.89553,-0.221175
-3.14545,0.340793,4.99553,-0.39438
-3.14545,0.140793,5.09553,-0.567585
-3.24545,-0.032412,5.09553,-0.767585
-3.41866,-0.132412,5.09553,-0.967585
-3.61866,-0.132412,4.99553,-1.14079
-3.79186,-0.032412,4.89553,-1.314
-3.89186,0.140793,4.79553,-1.4872
-3.89186,0.340793,4.62233,-1.5872
-3.79186,0.513998,4.44912,-1.6872
-3.61866,0.613998,4.24912,-1.6872
-3.41866,0.613998,4.07592,-1.5872
-3.24545,0.513998,3.90271,-1.4872
-3.14545,0.340793,3.80271,-1.314
-3.14545,0.140793,3.70271,-1.14079
-3.24545,-0.032412,3.70271,-0.94079
-3.41866,-0.132412,3.80271,-0.767585
